analuisa.com,Ana Luisa,https://www.linkedin.com/sales/company/11548019,11548019,https://www.linkedin.com/company/11548019,Apparel & Fashion,51-200 employees,"Brooklyn, New York, United States",https://www.linkedin.com/sales/search/company?keywords=Ana%20Luisa
lokai.com,Lokai,https://www.linkedin.com/sales/company/3886247,3886247,https://www.linkedin.com/company/3886247,Retail,11-50 employees,"New York, New York, United States",https://www.linkedin.com/sales/search/company?keywords=Lokai
sheertex.com,Sheertex,https://www.linkedin.com/sales/company/11371440,11371440,https://www.linkedin.com/company/11371440,Textiles,51-200 employees,"Montreal, Quebec, Canada",https://www.linkedin.com/sales/search/company?keywords=Sheertex
nudea.com,Nudea Underwear,https://www.linkedin.com/sales/company/18924861,18924861,https://www.linkedin.com/company/18924861,Apparel & Fashion,1-10 employees,"South & West Hampstead, England, United Kingdom",https://www.linkedin.com/sales/search/company?keywords=Nudea%20Underwear
wearpepper.com,Pepper,https://www.linkedin.com/sales/company/11084724,11084724,https://www.linkedin.com/company/11084724,Retail,11-50 employees,"Denver, Colorado, United States",https://www.linkedin.com/sales/search/company?keywords=Pepper
shop.petitpli.com,Petit Pli,https://www.linkedin.com/sales/company/12669009,12669009,https://www.linkedin.com/company/12669009,Design,1-10 employees,"London, England, United Kingdom",https://www.linkedin.com/sales/search/company?keywords=Petit%20Pli
shopcuup.com,CUUP,https://www.linkedin.com/sales/company/18871407,18871407,https://www.linkedin.com/company/18871407,Apparel & Fashion,1-10 employees,"New York, Iowa, United States",https://www.linkedin.com/sales/search/company?keywords=CUUP
mudjeans.eu,Mud Jeans,https://www.linkedin.com/sales/company/1770328,1770328,https://www.linkedin.com/company/1770328,Apparel & Fashion,1-10 employees,"Laren, North Holland, Netherlands",https://www.linkedin.com/sales/search/company?keywords=Mud%20Jeans
oliversapparel.com,Olivers,https://www.linkedin.com/sales/company/3353574,3353574,https://www.linkedin.com/company/3353574,Retail,1-10 employees,"Los Angeles, California, United States",https://www.linkedin.com/sales/search/company?keywords=Olivers
organicbasics.com,Organic Basics,https://www.linkedin.com/sales/company/6380562,6380562,https://www.linkedin.com/company/6380562,Internet,11-50 employees,"Copenhagen, Capital Region, Denmark",https://www.linkedin.com/sales/search/company?keywords=Organic%20Basics
summersalt.com,Summersalt,https://www.linkedin.com/sales/company/22285504,22285504,https://www.linkedin.com/company/22285504,Apparel & Fashion,11-50 employees,"St Louis, Missouri, United States",https://www.linkedin.com/sales/search/company?keywords=Summersalt
leftonfriday.com,Left On Friday,https://www.linkedin.com/sales/company/28136387,28136387,https://www.linkedin.com/company/28136387,Apparel & Fashion,1-10 employees,"Venice Beach, California, United States",https://www.linkedin.com/sales/search/company?keywords=Left%20On%20Friday
birdiesslippers.com,Birdies,https://www.linkedin.com/sales/company/10534413,10534413,https://www.linkedin.com/company/10534413,Retail,11-50 employees,"San Francisco, California, United States",https://www.linkedin.com/sales/search/company?keywords=Birdies
morjas.com,MORJAS,https://www.linkedin.com/sales/company/24769356,24769356,https://www.linkedin.com/company/24769356,Retail,1-10 employees,Sweden,https://www.linkedin.com/sales/search/company?keywords=MORJAS
hautehijab.com,Haute Hijab,https://www.linkedin.com/sales/company/1119793,1119793,https://www.linkedin.com/company/1119793,Apparel & Fashion,11-50 employees,"New York, New York, United States",https://www.linkedin.com/sales/search/company?keywords=Haute%20Hijab
thereformation.com,The Reformation,https://www.linkedin.com/sales/company/2713586,2713586,https://www.linkedin.com/company/2713586,Apparel & Fashion,501-1000 employees,"Los Angeles, California, United States",https://www.linkedin.com/sales/search/company?keywords=The%20Reformation
onequince.com,Quince,https://www.linkedin.com/sales/company/18967427,18967427,https://www.linkedin.com/company/18967427,Retail,11-50 employees,"San Francisco, California, United States",https://www.linkedin.com/sales/search/company?keywords=Quince
weezietowels.com,Weezie Towels,https://www.linkedin.com/sales/company/11571352,11571352,https://www.linkedin.com/company/11571352,Consumer Goods,11-50 employees,"Austell, Georgia, United States",https://www.linkedin.com/sales/search/company?keywords=Weezie%20Towels
thirdlove.com,ThirdLove,https://www.linkedin.com/sales/company/6452967,6452967,https://www.linkedin.com/company/6452967,Apparel & Fashion,51-200 employees,"San Francisco, California, United States",https://www.linkedin.com/sales/search/company?keywords=ThirdLove
wolventhreads.com,Wolven,https://www.linkedin.com/sales/company/19081840,19081840,https://www.linkedin.com/company/19081840,Apparel & Fashion,1-10 employees,"Los Angeles, California, United States",https://www.linkedin.com/sales/search/company?keywords=Wolven
alalastyle.com,Alala,https://www.linkedin.com/sales/company/11002677,11002677,https://www.linkedin.com/company/11002677,Apparel & Fashion,1-10 employees,"New York, New York, United States",https://www.linkedin.com/sales/search/company?keywords=Alala
vessi.com,Vessi,https://www.linkedin.com/sales/company/18632218,18632218,https://www.linkedin.com/company/18632218,Apparel & Fashion,11-50 employees,"Vancouver, British Columbia, Canada",https://www.linkedin.com/sales/search/company?keywords=Vessi
koio.co,Koio,https://www.linkedin.com/sales/company/9497153,9497153,https://www.linkedin.com/company/9497153,Consumer Goods,11-50 employees,"New York, New York, United States",https://www.linkedin.com/sales/search/company?keywords=Koio
nothingnew.com,Nothing New,https://www.linkedin.com/sales/company/15775878,15775878,https://www.linkedin.com/company/15775878,Consumer Goods,1-10 employees,"New York, New York, United States",https://www.linkedin.com/sales/search/company?keywords=Nothing%20New
jambys.com,Jambys,https://www.linkedin.com/sales/company/30117361,30117361,https://www.linkedin.com/company/30117361,Consumer Goods,1-10 employees,"Brooklyn, New York, United States",https://www.linkedin.com/sales/search/company?keywords=Jambys
honeylove.com,Honeylove,https://www.linkedin.com/sales/company/17997940,17997940,https://www.linkedin.com/company/17997940,Apparel & Fashion,11-50 employees,"Los Angeles, California, United States",https://www.linkedin.com/sales/search/company?keywords=Honeylove
terry-t.com,Terry,https://www.linkedin.com/sales/company/98922,98922,https://www.linkedin.com/company/98922,Cosmetics,51-200 employees,"Paris, Île-de-France, France",https://www.linkedin.com/sales/search/company?keywords=Terry
adaysmarch.com,A Day's March,https://www.linkedin.com/sales/company/3625103,3625103,https://www.linkedin.com/company/3625103,Apparel & Fashion,11-50 employees,"Stockholm, Stockholm County, Sweden",https://www.linkedin.com/sales/search/company?keywords=A%20Day's%20March
badbirdiegolf.com,Bad Birdie Golf,https://www.linkedin.com/sales/company/28423617,28423617,https://www.linkedin.com/company/28423617,Apparel & Fashion,1-10 employees,"Scottsdale, Arizona, United States",https://www.linkedin.com/sales/search/company?keywords=Bad%20Birdie%20Golf
kengos.com,Kengos,https://www.linkedin.com/sales/company/35534124,35534124,https://www.linkedin.com/company/35534124,Apparel & Fashion,1-10 employees,"Brooklyn, New York, United States",https://www.linkedin.com/sales/search/company?keywords=Kengos
thekitundergarments.com,Kit Undergarments,https://www.linkedin.com/sales/company/19133216,19133216,https://www.linkedin.com/company/19133216,Apparel & Fashion,1-10 employees,"Los Angeles, California, United States",https://www.linkedin.com/sales/search/company?keywords=Kit%20Undergarments
varley.com,Varley,https://www.linkedin.com/sales/company/9296915,9296915,https://www.linkedin.com/company/9296915,Apparel & Fashion,11-50 employees,"Los Angeles, California, United States",https://www.linkedin.com/sales/search/company?keywords=Varley
sarahflint.com,Sarah Flint,https://www.linkedin.com/sales/company/10484848,10484848,https://www.linkedin.com/company/10484848,Apparel & Fashion,11-50 employees,"New York, New York, United States",https://www.linkedin.com/sales/search/company?keywords=Sarah%20Flint
intentionallyblank.us,Intentionally Blank,https://www.linkedin.com/sales/company/19269753,19269753,https://www.linkedin.com/company/19269753,Apparel & Fashion,1-10 employees,"Los Angeles, California, United States",https://www.linkedin.com/sales/search/company?keywords=Intentionally%20Blank
